,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B
141,CPFGA3,CPFL GERAÇÃO DE ENERGIA S/A (*),10/09/2031,"DI + 0,59%","0,7468","0,5067","0,6422","0,0211","0,6211","0,6634","1003,143571","99,797","986,71",,
142,CPFPA6,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),05/06/2028,"DI + 0,57%",--,--,"0,5331","0,0331","0,5","0,5663","651,835855","100,0472","324,07",,
143,CPFPA8,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),10/09/2029,"DI + 0,49%","0,5164","0,3382","0,4502","0,0599","0,3903","0,5101","1006,2603","100,1106","703,5",35.0,
144,CPFPB8,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),10/09/2031,"DI + 0,59%",--,--,"0,6846","0,0119","0,6727","0,6966","1001,490814","99,6326","986,34",,
145,CPGT17,COPEL GERAÇÃO E TRANSMISSÃO S/A (*) (**),15/10/2026,"DI + 1,38%",1,"0,7261","0,8521","0,0162","0,8359","0,8684","1071,693012","100,2651","127,93",5.0,
146,CPGT18,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2030,"DI + 1,4%","0,8512","0,6","0,7517","0,0046","0,7471","0,7564","1050,430149","101,9063","743,2",,
147,CPGT19,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),10/10/2029,"DI + 0,52%",--,--,"0,6404","0,0957","0,5447","0,7362","1063,554948","99,7144","601,89",,
148,CPGT29,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),10/10/2031,"DI + 0,69%",--,--,"0,8555","0,1115","0,744","0,9671","1060,81495","99,3815","951,12",,
149,CPGT39,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),10/10/2034,"DI + 0,95%",--,--,--,--,--,--,N/D,N/D,N/D,,
150,CPGTA0,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/02/2029,"DI + 0,59%","0,512","0,41","0,4318","0,026","0,4058","0,4579","1019,510272","100,3818","610,29",35.0,
151,CPGTB0,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/02/2032,"DI + 0,79%","0,7877","0,58","0,69","0,0174","0,6725","0,7075","1020,025232","100,4111","1042,12",10.0,
152,CPLD19,COPEL DISTRIBUICAO S/A (*),15/05/2031,"DI + 0,6%",--,--,"0,8428","0,1044","0,7384","0,9473","1045,589364","99,1939","845,21",,
153,CPLD27,COPEL DISTRIBUICAO S/A (*),15/05/2027,"DI + 1,36%","0,983","0,6045","0,7972","0,0439","0,7532","0,8412","1062,956117","100,5648","255,08",5.0,
154,CPLD38,COPEL DISTRIBUICAO S/A (*),15/06/2028,"DI + 2,25%","1,3585","0,835","1,1221","0,0535","1,0686","1,1757","1071,781466","102,4891","559,55",,
155,CPLDA0,COPEL DISTRIBUICAO S/A (*),15/07/2030,"DI + 0,43%","0,7081","0,3814","0,5416","0,0443","0,4973","0,586","1025,389384","99,6669","756,89",,
156,CPLDB0,COPEL DISTRIBUICAO S/A (*),15/07/2032,"DI + 0,58%","0,756","0,52","0,6525","0,2445","0,408","0,8971","1025,885378","99,6856","1100,93",,
157,CPTE12,CACHOEIRA PAULISTA TRANS. DE ENERGIA S/A (*),15/07/2031,"DI + 1,7%","0,9","0,67","0,785","0,0034","0,7817","0,7885","761,049973","102,3338","646,5",,
158,CSAN14,COSAN S.A. (*),05/05/2028,"DI + 1,5%","1,5293","1,1528","1,2936","0,2472","1,0464","1,5409","1067,151656","100,4316","533,3",,
159,CSAN15,COSAN S.A. (*),20/04/2028,"DI + 2,4%","1,7828","1,3151","1,4931","0,2378","1,2553","1,731","1091,386986","101,8474","519,33",45.0,
160,CSAN16,COSAN S.A. (*),20/06/2028,"DI + 2,4%","1,8292","1,4712","1,6243","0,0786","1,5457","1,703","1061,964697","101,7031","560,32",45.0,
161,CSAN18,COSAN S.A. (*),21/01/2031,"DI + 1,8%","1,5311","1,1449","1,3176","0,1461","1,1715","1,4637","1046,21563","101,6708","880,72",,
162,CSAN23,COSAN S.A. (*),15/08/2031,DI + 2%,"1,4751","1,0623","1,2645","0,1433","1,1211","1,4079","1043,535785","102,5943","894,5",45.0,
163,CSAN24,COSAN S.A. (*),05/05/2032,"DI + 1,9%","1,5311","1,2284","1,3375","0,2799","1,0576","1,6174","1086,36428","102,0803","940,35",45.0,
164,CSANA0,COSAN S.A. (*),28/06/2029,DI + 1%,"1,4546",1,"1,2389","0,0516","1,1873","1,2906","1030,336467","99,3875","654,97",,
165,CSANA1,COSAN S.A. (*),08/01/2028,"DI + 0,5%","1,2686","0,9664","1,1709","0,0855","1,0854","1,2565","1018,462108","98,6977","496,15",45.0,
166,CSANA2,COSAN S.A. (*),27/01/2029,"DI + 0,6%","1,4796","1,0438","1,2566","0,1234","1,1332","1,38","1049,924429","97,8624",837,,
167,CSANB0,COSAN S.A. (*),28/06/2034,"DI + 1,5%","1,568","1,1669","1,4012","0,2556","1,1456","1,6569","1042,679214","100,4579","1183,23",,
168,CSANB1,COSAN S.A. (*),08/01/2030,"DI + 0,72%","1,5736","1,1927","1,2945","0,3094","0,9851","1,604","1013,491698","98,1692","817,26",,
169,CSANB2,COSAN S.A. (*),27/03/2030,"DI + 0,7%","1,4762","0,9583","1,2672","0,1277","1,1396","1,395","1052,881934","98,0901","864,02",,
170,CSANC1,COSAN S.A. (*),08/01/2035,"DI + 1,3%","1,4088","1,0405","1,2897","0,1548","1,1348","1,4446","1034,236535","100,0531","1315,63",45.0,
171,CSANC2,COSAN S.A. (*),27/03/2032,DI + 1%,"1,5455","1,05","1,3791","0,1568","1,2223","1,536","1057,639556","98,3892","1090,18",35.0,
172,CSMGA5,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),16/12/2025,"DI + 1,75%",--,--,"1,0514","0,117","0,9344","1,1685","77,286547","100,1614",59,,
173,CSMGA7,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),16/12/2029,"DI + 1,3%","0,9","0,6836","0,799","0,013","0,786","0,812","1012,286082","100,9242","468,44",,
174,CSMGA8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2030,"DI + 1,2%",--,--,"0,8211","0,0457","0,7754","0,8669","1012,636553","100,9007","603,16",,
175,CSMGA9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/07/2034,"DI + 0,9%","0,6675","0,45","0,5703","0,0338","0,5365","0,6043","1041,956524","101,1834","907,96",,
176,CSMGB0,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/05/2035,"DI + 0,6%",--,--,"0,5958","0,0276","0,5682","0,6234","1015,815904","100,017","1025,83",,
177,CSMGB6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2026,"DI + 1,3%","0,9172","0,5136","0,7155","0,0526","0,6629","0,7681","309,83598","100,3333","144,97",,
178,CSNAA1,COMPANHIA SIDERÚRGICA NACIONAL (*) (**),10/11/2028,"DI + 1,65%","6,8001",6,"6,5072","0,2598","6,2474","6,7672","961,073071","90,6656","523,93",35.0,
179,CSNAA2,COMPANHIA SIDERÚRGICA NACIONAL (*) (**),20/12/2027,"DI + 2,5%","6,8625",6,"6,547","0,2995","6,2475","6,8466","985,903787","94,3943","373,5",10.0,
180,CSRNA2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/03/2031,"DI + 0,96%","1,0051","0,5301","0,7864","0,2125","0,574","0,999","1009,958012","100,6395","933,96",,
181,CTEE19,ISA ENERGIA BRASIL S.A.,15/11/2028,"DI + 2,83%","0,4378","0,34","0,3845","0,0239","0,3607","0,4085","1108,274182","104,3025","443,67",,
182,CTEEA2,ISA ENERGIA BRASIL S.A. (*),15/04/2029,"DI + 1,55%","0,8483","0,3115","0,5866","0,0243","0,5623","0,611","1090,613854","101,96","514,46",,
183,CTNS25,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*) (**),10/06/2026,"DI + 1,15%",--,--,"1,2436","0,2417","1,0019","1,4854","1044,424877","99,9384","167,96",,
184,CVCB14,CVC BRASIL OPERADORA E AGENCIA DE VIAGENS S.A. (*),30/10/2028,"DI + 4,5%","4,0151","3,65","3,8449","0,0422","3,8027","3,8873","0,853244","101,1943","277,47",,
185,DASAA4,DIAGNÓSTICOS DA AMÉRICA S/A (*),20/10/2025,"DI + 2,1%","1,9885","0,4733","1,1217","0,2196","0,9021","1,3415","535,510604","100,0726",19,10.0,
186,DASAA5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2026,"DI + 1,6%","3,8443","3,2997","3,6342","0,0752","3,559","3,7095","1043,557856","98,0573","249,18",,
187,DASAA6,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/04/2027,"DI + 1,6%","3,8603","3,3528","3,6682","0,0788","3,5894","3,747","1048,007184","98,1285","235,54",15.0,
188,DASAB4,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/10/2027,"DI + 2,4%","3,9222","2,4429","3,1906","0,3766","2,814","3,5673","1060,672915","98,9812","335,15",,
189,DASAB5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2028,"DI + 1,7%","4,3636","3,6621","4,0524","0,0557","3,9967","4,1083","1007,50638","94,6321","604,89",,
190,DASAC5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2031,"DI + 2,05%","4,7428","3,9268","4,3375","0,1638","4,1737","4,5015","978,645837","91,7936","959,23",5.0,
191,DESK16,DESKTOP S/A (*),17/06/2030,"DI + 1,6%","1,5","1,2","1,35",0,"1,35","1,35","1050,583111","100,7011","715,19",,
192,EBAS12,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*),20/09/2028,"DI + 2,94%","2,2","1,7999","1,9846","0,0649","1,9197","2,0496","985,648969","101,2353","332,65",,
193,EBENA2,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),20/07/2026,"DI + 1,25%","0,55","0,198","0,376","0,0274","0,3485","0,4035","344,985807","100,6763","195,94",,
194,EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),20/12/2026,"DI + 1,38%","0,8801","0,6601","0,7507","0,0748","0,6759","0,8256","697,257936","100,4302","173,93",,
195,EBENA4,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),25/05/2027,"DI + 1,2%","0,75","0,552","0,6534","0,0145","0,6389","0,6679","705,299844","100,5632","261,5",,
196,EBENA5,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*),15/09/2028,"DI + 1,25%","0,7489","0,6364","0,7152","0,0311","0,6841","0,7463","1012,883425","100,9241","438,16",,
197,EBENA6,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*),04/03/2028,"DI + 0,89%",--,--,"0,8516","0,0612","0,7903","0,9129","1008,313396","100,0657","434,84",5.0,
198,EBENA7,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*),20/06/2028,"DI + 0,68%",--,--,"0,9477","0,0038","0,9439","0,9516","1034,267009","99,4976","477,77",,
199,ECOV17,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*),25/02/2032,"DI + 1,25%",--,--,"0,7258","0,0439","0,6819","0,7698","1033,243629","102,0297","977,82",,
200,EDVP18,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,22/08/2027,"DI + 1,6%",--,--,"0,413","0,0256","0,3873","0,4387","1029,064525","101,5254","325,04",,
201,EEELA3,CPFL TRANSMISSAO S.A (*),10/09/2029,"DI + 0,49%","0,6026","0,3221","0,5075","0,2065","0,301","0,7141","1004,659789","99,9514","703,33",,
202,EESG13,ENVIRONMENTAL ESG PARTICIPACOES S.A. (*) (**),25/06/2029,"DI + 2,75%","31,925","13,8622","20,3101","0,537","19,773","20,8472","748,74109","71,7828","507,29",,
203,EGIED1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2028,DI + 1%,"0,6172","0,3256","0,4894","0,1114","0,378","0,601","1067,194722","101,097",543,,
204,EGIED2,ENGIE BRASIL ENERGIA S.A.,15/06/2026,"DI + 0,55%",--,--,--,--,--,--,N/D,N/D,N/D,,
205,EGIEE1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2030,"DI + 1,1%",--,--,"0,7152","0,0821","0,6331","0,7975","1069,587939","101,2871","846,46",,
206,EKTR19,ELEKTRO REDES S.A. (*) (**),10/05/2026,"DI + 1,6%","1,0224","0,4344","0,7358","0,0558","0,68","0,7917","532,554192","100,4987","146,77",,
207,EKTR29,ELEKTRO REDES S.A. (*) (**),10/05/2028,"DI + 1,79%","1,2554","0,6526","0,9468","0,0695","0,8773","1,0164","1076,234308","101,477","444,78",,
208,EKTRA0,ELEKTRO REDES S.A. (*) (**),15/10/2026,"DI + 1,29%","1,0256","0,4675","0,7646","0,035","0,7296","0,7998","1073,734506","100,4954","239,49",,
209,EKTRA1,ELEKTRO REDES S.A. (*) (**),15/07/2027,"DI + 1,28%",--,--,"0,9651","0,0414","0,9237","1,0066","1035,661722","100,4971","401,38",,
210,EKTRA3,ELEKTRO REDES S.A. (*),15/04/2031,"DI + 0,98%","0,752","0,5","0,6324","0,044","0,5884","0,6765","1080,057918","101,2238","890,41",,
211,EKTRA4,ELEKTRO REDES S.A. (*),08/02/2032,"DI + 0,8%",--,--,--,--,--,--,N/D,N/D,N/D,,
212,EKTRB0,ELEKTRO REDES S.A. (*),15/10/2028,"DI + 1,44%","1,0081","0,6081","0,8233","0,0661","0,7572","0,8894","1082,650179","101,2638","519,64",,
213,ELET13,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/04/2026,"DI + 1,8%","0,317","0,229","0,2665","0,0149","0,2516","0,2816","1079,270036","100,7903","130,71",15.0,
214,ELET15,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/04/2029,"DI + 0,85%","0,65","0,5","0,5852","0,0161","0,569","0,6014","1074,060172","100,7188","686,99",,
215,ELET24,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/09/2028,"DI + 1,55%","1,0156","0,6889","0,8356","0,0186","0,8171","0,8543","1018,888859","101,5153","537,34",,
216,ELET25,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/04/2031,DI + 1%,--,--,"0,8788","0,0999","0,7789","0,9788","1071,932365","100,4535","950,23",,
217,ELET32,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*) (**),25/04/2026,"DI + 1,2%","0,9","0,6","0,7606","0,0298","0,7308","0,7905","1058,913588","100,2401","138,89",,
218,ELFA12,ELFA MEDICAMENTOS SA (*),13/12/2028,"DI + 3,4%","74,2281",50,"61,4785","7,3306","54,1479","68,8092","553,084416","55,082","287,86",,
219,ELTN16,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/09/2031,"DI + 0,85%","0,7369","0,5489","0,6029","0,0448","0,5581","0,6478","1013,964823","101,0414","1065,43",35.0,
220,ELTN26,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/09/2034,"DI + 1,05%",--,--,"1,1229","0,0205","1,1024","1,1435","999,960953","99,6412","1255,39",5.0,
221,ENERB5,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/12/2029,"DI + 0,8%","0,65","0,3143","0,5042","0,0428","0,4613","0,5471","1051,429718","100,9427","805,25",,
222,ENERC3,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,04/09/2029,"DI + 0,8%","0,65","0,35","0,5038","0,0255","0,4782","0,5294","1016,934918","100,926","789,8",,
223,ENEV38,ENEVA S.A. (*),15/07/2029,"DI + 1,7%","0,8983","0,65","0,7744","0,0159","0,7585","0,7904","1056,483654","102,4335","664,06",,
224,ENEV48,ENEVA S.A. (*),15/07/2032,DI + 2%,"0,955","0,7","0,8186","0,0627","0,7559","0,8814","1080,327676","104,6841","996,55",35.0,
225,ENEVA3,ENEVA S.A. (*),15/12/2029,"DI + 0,9%",--,--,"0,8014","0,0213","0,7801","0,8228","1045,146828","100,3118","802,74",,
226,ENEVC0,ENEVA S.A. (*),15/04/2029,DI + 1%,"0,7624","0,45","0,6154","0,0213","0,5941","0,6368","1078,215262","101,0423","685,58",,
227,ENEVD0,ENEVA S.A. (*),15/04/2031,"DI + 1,15%","0,8252","0,65","0,7323","0,0132","0,719","0,7456","1083,432837","101,4649","887,39",,
228,ENGIA7,ENERGISA S/A,20/10/2027,"DI + 1,5%",--,--,"0,7916","0,0391","0,7524","0,8308","1077,655307","100,9472","339,52",35.0,
229,ENGIA8,ENERGISA S/A,20/06/2026,"DI + 1,6%","0,3","0,15","0,2385","0,0249","0,2136","0,2635","1357,43394","100,9953",185,,
230,ENGIB1,ENERGISA S/A,04/09/2029,"DI + 0,8%","0,5403","0,4","0,4654","0,0452","0,4202","0,5108","1018,153752","101,0469","789,94",,
231,ENGIB5,ENERGISA S/A,15/10/2026,"DI + 1,64%",--,--,"0,4483","0,0799","0,3685","0,5283","1082,099936","101,1246","239,06",,
232,ENGIB7,ENERGISA S/A,20/10/2029,"DI + 1,65%","0,55","0,4","0,4823","0,0384","0,4439","0,5207","1102,112853","103,1728","683,64",,
233,ENGIB8,ENERGISA S/A,20/06/2028,"DI + 2,1%",--,--,"0,4859","0,0343","0,4516","0,5204","1081,145112","103,6208","563,84",,
234,ENGIC3,ENERGISA S/A,25/02/2030,"DI + 0,8%",--,--,"0,7099","0,0841","0,6258","0,7941","1015,388037","100,3037","854,78",,
235,ENGIC5,ENERGISA S/A,15/10/2028,"DI + 1,8%",--,--,"0,5678","0,0807","0,4871","0,6486","1102,416269","102,9518","603,6",5.0,
236,ENGIC6,ENERGISA S/A,15/04/2027,"DI + 1,5%",--,--,"0,5047","0,1896","0,3151","0,6944","1083,632702","101,3293","337,94",10.0,
237,ENGIC9,ENERGISA S/A,15/09/2028,"DI + 1,45%",--,--,"0,4823","0,0705","0,4118","0,5529","1027,994872","102,425","630,79",,
238,ENGID3,ENERGISA S/A,25/02/2032,"DI + 0,95%","0,7517","0,3517","0,5803","0,1021","0,4781","0,6825","1028,839513","101,6199","1105,96",,
239,ENMTA8,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2029,"DI + 0,75%","0,6","0,4","0,5001","0,0002","0,4998","0,5004","1073,177809","100,6801","688,17",,
240,ENMTB0,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,04/09/2029,"DI + 0,8%","0,6238","0,4","0,5",0,"0,5","0,5","1017,055434","100,9379","789,82",,
241,ENMTB2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/12/2029,"DI + 0,8%","0,68","0,534","0,6073","0,0128","0,5945","0,6202","1047,991632","100,6126","804,74",,
242,ENMTC2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/12/2031,"DI + 0,95%","0,7617","0,4223","0,5799","0,0939","0,486","0,6739","1057,251983","101,4597","996,19",,
243,ENMTC3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,25/03/2030,"DI + 0,75%",--,--,"0,7282","0,0849","0,6433","0,8132","1074,992735","100,07","814,94",,
244,EQMAA1,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*),15/05/2030,"DI + 0,95%","0,6986","0,3","0,5046","0,0283","0,4763","0,5331","1068,453308","101,2345","700,26",,
245,EQPA17,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*),05/08/2030,"DI + 0,95%","0,7201","0,5099","0,5968","0,0082","0,5886","0,6051","1031,646357","101,0608","759,49",40.0,
246,EQTL17,EQUATORIAL ENERGIA S.A (*),15/03/2030,"DI + 0,72%","0,7","0,4701","0,5839","0,0441","0,5398","0,6281","1007,312679","100,3816","709,97",40.0,
247,EQTL25,EQUATORIAL ENERGIA S.A (*),15/12/2028,"DI + 1,7%","1,2182","0,8872","1,0387","0,02","1,0187","1,0587","1059,404736","101,4575","559,62",10.0,
248,ERDVA2,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),20/06/2026,"DI + 2,65%",--,--,"1,3958","0,0897","1,3061","1,4856","1053,820509","100,8577","175,09",,
249,ERDVA3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/10/2028,"DI + 1,85%",--,--,"1,0827","0,054","1,0287","1,1368","1087,759709","101,5611","517,01",,
250,ERDVA6,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/07/2031,"DI + 1,2%","1,0575","0,8932","0,9787","0,0131","0,9656","0,9919","1028,462744","100,7746","889,04",10.0,
251,ERDVB3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/10/2030,"DI + 2,35%","1,2855","0,998","1,1506","0,0483","1,1023","1,199","1110,915163","103,4996","738,86",,
252,ESCEA3,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*),19/02/2028,"DI + 0,9%",--,--,"0,9095","0,0436","0,8659","0,9532","1014,614639","99,9841","425,41",,
253,ESCEA6,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*),11/06/2030,"DI + 0,5%","0,5774","0,428","0,4936","0,0172","0,4764","0,5108","1033,880633","100,0204","808,2",,
254,ESCEB6,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*),11/06/2032,"DI + 0,58%","0,7941","0,4876","0,6114","0,0696","0,5418","0,6811","1033,091518","99,8684","1062,7",35.0,
255,ESSDA2,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,04/09/2029,"DI + 0,8%","0,65","0,45","0,5486","0,0034","0,5452","0,5522","1015,515646","100,7851","789,64",,
256,EUFA17,EUROFARMA LABORATÓRIOS S/A (*) (**),18/03/2031,"DI + 1,3%","1,3","1,0609","1,1945","0,0278","1,1667","1,2224","1005,365761","100,355","857,43",40.0,
257,EUFA18,EUROFARMA LABORATÓRIOS S/A (*) (**),11/09/2028,"DI + 0,93%","1,2748","1,0028","1,1365","0,019","1,1175","1,1556","999,599686","99,4909","629,06",,
258,EUFA19,EUROFARMA LABORATÓRIOS S/A (*) (**),16/12/2031,"DI + 0,95%","1,3484","0,95","1,15",0,"1,15","1,15","1034,473694","99,2738","927,13",,
259,FLCLA4,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.,22/08/2027,"DI + 1,6%",--,--,"0,417","0,0241","0,3928","0,4412","1029,011652","101,5202","325,03",,
260,FLCLB1,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A. (*) (**),10/06/2026,"DI + 0,83%","0,3904","0,2","0,3028","0,0121","0,2907","0,3149","1047,756034","100,3504","168,17",,
261,FLRY17,FLEURY S/A (*),22/04/2027,"DI + 1,35%",--,--,"0,674","0,0179","0,6561","0,6919","1076,598742","100,9121","342,07",10.0,
262,FLRY18,FLEURY S/A (*),23/10/2028,"DI + 1,23%",--,--,--,--,--,--,N/D,N/D,N/D,,
263,FLRY19,FLEURY S/A (*),17/05/2029,"DI + 0,55%","0,6","0,4","0,5067","0,0123","0,4944","0,5191","1053,84105","100,1078","630,37",,
264,FLRY25,FLEURY S/A (*),16/12/2027,"DI + 1,2%","0,7635","0,5","0,6436","0,0293","0,6143","0,673","1048,997492","100,5984","273,14",,
265,FLRY27,FLEURY S/A (*),22/04/2029,"DI + 1,55%","0,874","0,626","0,7488","0,0032","0,7456","0,7522","1090,950223","102,171","684,77",10.0,
266,FLRY29,FLEURY S/A (*),17/05/2031,"DI + 0,67%",--,--,"0,7856","0,1053","0,6803","0,8911","1048,771457","99,5838","915,33",,
267,FLRY36,FLEURY S/A (*),08/07/2028,"DI + 1,75%",--,--,--,--,--,--,N/D,N/D,N/D,,
268,FLRYA0,FLEURY S/A (*),21/10/2029,"DI + 0,45%","0,665","0,2534","0,4829","0,0436","0,4393","0,5267","1061,83876","99,9098","694,07",,
269,FLRYB0,FLEURY S/A (*),21/10/2031,"DI + 0,55%","0,75","0,3501","0,5518","0,0026","0,5491","0,5545","1063,177579","99,9932","962,97",10.0,
270,GGBRA7,GERDAU S/A (*),29/05/2029,"DI + 0,6%",--,--,"0,5981","0,0341","0,564","0,6323","1048,190933","100,0054","719,61",,
271,GGBRA8,GERDAU S/A (*),10/12/2028,"DI + 0,5%","0,5264","0,4183","0,4717","0,0068","0,4648","0,4786","1043,851413","100,0728","650,89",,
272,GGBRA9,GERDAU S/A (*),04/06/2032,"DI + 0,65%","0,8001","0,4251","0,6168","0,0299","0,5869","0,6469","1046,842032","100,1447","1104,49",,
273,GRRB14,AGUAS GUARIROBA S/A (*) (**),15/07/2026,"DI + 0,8%","0,7","0,3","0,5","0,0002","0,4998","0,5003","5159,609108","100,2287","193,11",5.0,
274,GSHC15,GSH CORP PARTICIPACOES S.A. (*),22/04/2029,"DI + 1,7%","1,25",1,"1,1278","0,0077","1,1201","1,1356","1080,847499","101,1608","516,24",5.0,
275,GSTS13,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*) (**),30/03/2026,"DI + 2,55%","1,75","1,35","1,55","0,0002","1,5498","1,5503","362,239171","100,4649","119,3",,
276,GUAR15,GUARARAPES CONFECCOES S/A (*) (**),10/05/2027,"DI + 2,45%","1,5","1,278","1,3932","0,0112","1,382","1,4045","287,805928","101,0289","249,14",,
277,GUAR16,GUARARAPES CONFECCOES S/A (*),25/10/2027,"DI + 2,35%","1,5","1,2609","1,3775","0,0216","1,3559","1,3993","1078,950644","100,8946","235,81",10.0,
278,HAPV13,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),10/05/2029,"DI + 1,6%","1,2031",1,"1,0944","0,0399","1,0545","1,1344","1072,81877","101,2262","616,38",,
279,HAPV15,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),27/01/2030,"DI + 1,75%","1,4946","1,2967","1,3911","0,0214","1,3697","1,4125","1051,048152","101,1412","810,24",,
280,HAPV17,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),10/05/2031,"DI + 1,6%","1,3313","1,1305","1,2214","0,0157","1,2057","1,2372","1072,885939","101,2326","828,26",,
281,HAPV18,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),15/10/2031,"DI + 1,1%","1,1","0,7238","0,9423","0,0694","0,8729","1,0118","1074,219399","100,6239","1005,07",,
282,HAPV19,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),16/05/2032,"DI + 1,05%",--,--,"1,063","0,0459","1,017","1,109","1054,608847","99,945","1077,04",50.0,
283,HAPV22,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),30/04/2029,"DI + 1,65%","1,2","1,0807","1,1536","0,0237","1,1299","1,1773","1077,098021","101,1888","609,06",45.0,
284,HAPV28,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),15/10/2032,"DI + 1,2%","1,1","0,7484","0,9548","0,0608","0,894","1,0157","1079,41354","101,0665","1104,06",,
285,HBSA12,HIDROVIAS DO BRASIL S.A. (*),20/07/2027,"DI + 2,15%","1,5","1,1818","1,336","0,0233","1,3127","1,3594","1039,484366","100,9534","299,14",,
286,HBSA14,HIDROVIAS DO BRASIL S.A. (*),11/06/2028,"DI + 0,5%","0,75","0,3501","0,55","0,0002","0,5498","0,5504","1040,753956","99,8881","567,27",,
